id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4877528365535759,MwwRKne6r,1281691255,cisimi,医保终于被失业保险续上了，再过三个月就可以放心去看病了,,,,,0,0,0,2023-03-09 23:47,微博轻享版,,,
4877528109420273,MwwRkDwDT,1935613712,反应堆恶魔蓝蓝,每次看b站的鼠鼠文学视频都会静音，因为那个男声配音真的很恶心，每次带着对故事的共鸣和好奇点开视频，一听见那个三十岁爹味失业男般的配音就想一头撞死自己。,,,,,0,1,5,2023-03-09 23:46,HUAWEI Mate 40 Pro,,,
4877527413691064,MwwQdfudi,3835243129,罗嘻嘻__,下次失业我一定要当一个吃播,,,,,0,0,1,2023-03-09 23:43,iPhone,,,
4877527363356838,MwwQ8e5gy,2096113671,___奕只清清天天发财,不上班快一年了，又恢复了好气色（失业快一年了,,,,,0,5,0,2023-03-09 23:43,iPhone客户端,,,
4877527333472886,MwwQ5ezsi,7624170669,人间_ETC_,以下是一个很重要的决定非常抱歉我要彻底断更了这是一个经过深思熟虑之后的决定我好像没有和大家透露过年龄其实我才是一个高二的学生（你们猜到了嘛）前段时间呢在忙着会考前几天不更新呢我和大家说的是我在看小说但实际上我前几天呢经历了一段非常不好的事我们学校开始统计有没有走艺术的我的成绩是在一本线以上的但我从小的意志都是播音主持（这个和我们小贺没关系啊我喜欢播音比小贺早很多）我很享受站在舞台上的感觉如果走播音主持我的文化分绝对够中传但现实并不是那么美好第一我没有突出的外形条件第二我的家庭条件也不支持我走这条路（不都说播音生没家底子毕业即失业）所以我的梦想彻底破灭啦～但我也不是只有这一个打算这条路走不通我就打算保走一本（重师大或川师大）但江苏分数线很高特别高540江苏这边的题也偏难所以如果我想要保走一本那我现在的水平并不足够还有90多天我就是高三的学生了这个现实状况真的不允许我再更新了（真的蛮分神的上课总会想）综上所述呢我这次真的要永久断更了（也不能这么说考上大学以后就不一定了）很感谢大家这段时间的支持《小记者》里的小严小贺已经幸福的在一起了对了还有一个构思了但没写的番外他们领养的一个孩子生活很美好《胆小鬼》里的小严小贺最后的结局也很好坏蛋老师被法律制裁啦！！！另：咱小严的准头非常好。一次中《事业批》里的小严小贺最后也结婚啦！小严的姐姐也在治疗后恢复正常的精神状态找到了对的那个人小敖选择环游世界逍遥快活去了《伪装》里的小严小贺成功打败公司内鬼——我们马大侦探小严把公司管理的井井有条我们小贺呢就在助理位置上稳坐如山就是经常被老板占便宜《第n项选择》里的小严是我们小贺的最终选择他理解也接受小贺的过去小贺也拜托了父亲的控制以上就是这些文的结局每一篇都很美好我也想给自己的故事书写一个美好的结局所以非常非常抱歉感谢一直在我写的小烂文的朋友们真的很感谢祝你们现实生活一切顺意梦想成真群我不会解散大家没事还可以聊聊天嘛有需要的朋友自行取关退群感谢各位长期的支持拜拜啦[报税][报税][报税][报税],,,,,0,12,35,2023-03-09 23:43,全屏双摄 OPPO A5,,,
4877526997930799,MwwPxxha7,1659280190,QuantHedgeFund,#量化对冲基金#美国国债收益率下跌，10年期国债收益率持续上涨1.70个基点，报3.993%。美国至3月4日当周初请失业金人数录得21.1万人，为2022年12月24日当周以来新高。美国至3月4日当周初请失业金人数21.1万人，预期19.5万人，前值19万人。美国至3月4日当周初请失业金人数四周均值19.7万人，前值19.3万人。机构评美国初请失业金人数：美国上周初请失业金人数高于预期，录得21.11万人，此前该数据已经连续七周录得少于20万人。高于预期的失业人数缓解了市场对就业市场火热，并将推动美联储转向鹰派的担忧。,,,,量化对冲基金,0,0,0,2023-03-09 23:41,华为畅享 50,,,
4877526692532182,MwwP3aCJE,1659280190,QuantHedgeFund,#量化对冲基金#机构评美国初请失业金人数：美国上周初请失业金人数超过预期，但基本趋势仍指向就业市场紧张。初请失业金人数此前连续七周低于20万人，显示科技行业高调裁员并未对就业市场产生实质性影响。初请失业金数据对明晚公布的2月非农就业报告没有影响，因该数据不在非农报告调查期内。,,,,量化对冲基金,0,0,0,2023-03-09 23:40,华为畅享 50,,,
4877166507197770,Mwns6uct4,7787122908,南方有小仙女,给自己一点微不足道的勇气吧努力撑过这半年然后失业回家吧但前提是你值得我信任不然就gameover了#让信任多一点点##让信任多一点点#给自己一个大大的拥抱吧,,,,让信任多一点点,0,0,2,2023-03-08 23:49,iPhone客户端,['https://wx3.sinaimg.cn/large/008uZYoAgy1hbsvy54njrj31400u07ey.jpg'],,
4877166045826032,MwnrmorCg,1659280190,QuantHedgeFund,#量化对冲基金#美银：加央行暂停加息后重启并非不可能，压力主要来自美联储3月8日讯，对于加拿大央行本次暂停加息后重启加息，美国银行经济学家对此表示赞同，他们指出，加拿大的失业率仍然相当低，通胀仍然很高，这给加拿大央行带来了加息压力。但主要压力可能来自美联储。美联储的工作尚未完成，我们预计美国将再累计加息75个基点。随着美联储加息而加拿大央行仍按兵不动，实际利率的利差将显著扩大，削弱加拿大的政策立场。,,,,量化对冲基金,0,0,0,2023-03-08 23:47,华为畅享 50,,,
4877165781585138,MwnqW6EmK,6267770967,A陕西人力资源,过完年，刚开工就已经结束了，已经有1亿多人失业，今年太难了，找工作比登天难！,,,,,0,1,0,2023-03-08 23:46,vivo Y50 闪充强续航,['https://wx4.sinaimg.cn/large/006QaVy7ly1hbsvv37iz6j30u0149tdr.jpg'],,
4877165759824922,MwnqTFdUu,1819560994,假装在xx,唉，又失业了,,,,,0,0,0,2023-03-08 23:46,荣耀70 Pro 5G,,,
4877164821088577,Mwnpo4zbH,2195878072,One_Truth,有空思考下失业后开小卖部的可行性。,,,,,0,0,0,2023-03-08 23:42,Sony Xperia 1 III,,,
4877164605868733,Mwnp2oCIZ,6230524267,好好码字敲代码,人生危机之一中年失业，更何况还有35这道坎，不努力也太努力，活着都挺累,,,,,0,0,1,2023-03-08 23:41,iPhone客户端,"['https://wx4.sinaimg.cn/large/006NEDYTgy1hbsvmsi1q1j30n01dswic.jpg', 'https://wx3.sinaimg.cn/large/006NEDYTgy1hbsvmpwz6qj30n01ds42a.jpg', 'https://wx3.sinaimg.cn/large/006NEDYTgy1hbsvmttwxpj30n01ds77g.jpg']",,
4876803862954195,Mwe1ccowj,2459176757,窮鼠孑蝕,最近没啥活儿（要失业了）（大概）总是会把电脑背回来，想着要不要营业一下...到家（快速上床）,,,,,0,0,0,2023-03-07 23:48,微博网页版,,,
4876803737388848,Mwe0Zv0aY,1879112080,KellyKellKelKeK,七天极限考教资只求一个奇迹我不想失业,,北京·北京舞蹈学院,,,0,10,6,2023-03-07 23:48,iPhone客户端,['https://wx4.sinaimg.cn/large/7000f990ly1hbrq9ivgn2j21400u0450.jpg'],,
4876803649306798,Mwe0QD37E,3794427690,甜醅子柠檬茶,2023失业潮。爆炸吧,,,,,0,0,0,2023-03-07 23:47,iPhone客户端,,,
4876803183743391,Mwe06fHPh,5866792162,用户5866792162,想找个稳定一点的工作老是背地里搞事情坑人，真的是好烦，现在找工作上班心里都有阴影了走到哪里搞一群人暗地里坑到那里的，少监视老娘一举一动，现在失业了，还有欠银行四万块钱的，真的是要喝西北风了,,,,,0,0,0,2023-03-07 23:45,荣耀20青春版,,,
4876802318664294,MwdYHAlYG,7709126843,开始攒养老钱的王子维,#bilibili#国际华语辩论邀请赛的视频O2020国际华语辩论邀请赛我本人是偏向正方的，因为大家都卷的情况下，必须付出比以往更多的努力才能获得以前一般付出得到的报酬。。。有些工作不喜欢。但是不喜欢你也得做。因为你工作了就会有工资。我靠这个工资来养活自己。，。不是反方说的。你觉得卷就离开。，离开这个卷的地方，其实别的地方也一样的卷。。因为国家人口庞大的基数在这里，活你不干，别人也干，，我能想出来解决的办法无非是等国家的人口降到七亿或者多少的时候通过智能化人均产出相当于现在14亿人的产出相等的时候，，对于那些失业的人国家会有相对能养活自己的补助，，或许那时候就可以不那么卷。。。至少有一个前提保障就是，不卷也不至于饿死。。,,,,bilibili,0,3,1,2023-03-07 23:42,哔哩哔哩移动客户端,,,
4876802239236962,MwdYzCKXg,2607950821,水原呆子,快乐妇女节令人快乐的一些小破烂有助于康复还是得好好努力啊家人们要不然不一定哪天就突然失业了65岁之前喝西北风了努力啊努力,,,,,0,2,0,2023-03-07 23:42,,"['https://wx4.sinaimg.cn/large/9b722be5ly1hbrooj9yrgj22c03407wj.jpg', 'https://wx3.sinaimg.cn/large/9b722be5ly1hbroonf44gj22c0340x6q.jpg', 'https://wx3.sinaimg.cn/large/9b722be5ly1hbrooqgg4dj22c0340b2a.jpg', 'https://wx3.sinaimg.cn/large/9b722be5ly1hbroor6aftj20u01hc15w.jpg', 'https://wx4.sinaimg.cn/large/9b722be5ly1hbroouc6sej20zo2567wh.jpg', 'https://wx1.sinaimg.cn/large/9b722be5ly1hbrpumiy9ij22c03401l0.jpg', 'https://wx3.sinaimg.cn/large/9b722be5ly1hbrpvk6ngqj20ob0oawlb.jpg', 'https://wx3.sinaimg.cn/large/9b722be5ly1hbrpvj9yajj20qv0nun2h.jpg', 'https://wx1.sinaimg.cn/large/9b722be5ly1hbrpxi63ojj22c0340hdw.jpg']",,
4876802148010587,MwdYqxBV1,5178047900,yyyyyeyezi,失业后的快乐生活记,,,,,0,2,4,2023-03-07 23:41,iPhone客户端,"['https://wx4.sinaimg.cn/large/005EqyNCgy1hbrq0wrpukj32c02x1kjn.jpg', 'https://wx3.sinaimg.cn/large/005EqyNCgy1hbrq0pwg2zj32c02c0e81.jpg', 'https://wx3.sinaimg.cn/large/005EqyNCgy1hbrq0t42y8j320z22gqv5.jpg', 'https://wx2.sinaimg.cn/large/005EqyNCgy1hbrq12i5l8j32c02c0kjn.jpg', 'https://wx3.sinaimg.cn/large/005EqyNCgy1hbrq1bpyjsj32bv2bvb2b.jpg', 'https://wx4.sinaimg.cn/large/005EqyNCgy1hbrq1040jdj32c02fs7wj.jpg']",,
4876440111420285,Mw4yv5XtP,2742413695,阿楚不想上班,失业魔女#魔女的盛宴#尝试一下新风格，顺便发发一些朋友圈没发的图图。看展-鸡煲-剧本杀-麻将到凌晨六点半,,,,魔女的盛宴,0,0,1,2023-03-06 23:43,iPhone客户端,"['https://wx3.sinaimg.cn/large/a375e97fgy1hbqkcuukcqj222o340x6q.jpg', 'https://wx2.sinaimg.cn/large/a375e97fgy1hbqkcloc2uj21qs2ndnpe.jpg', 'https://wx1.sinaimg.cn/large/a375e97fgy1hbqkd3rla5j222o340e83.jpg', 'https://wx3.sinaimg.cn/large/a375e97fgy1hbqkdy7hyzj21511f54gd.jpg', 'https://wx4.sinaimg.cn/large/a375e97fgy1hbqkenirnkj21sc2dsu0x.jpg', 'https://wx3.sinaimg.cn/large/a375e97fgy1hbqkdtnwccj22c03407wi.jpg', 'https://wx2.sinaimg.cn/large/a375e97fgy1hbqkefgwbej22c03404qr.jpg', 'https://wx4.sinaimg.cn/large/a375e97fgy1hbqkeb4f88j23402c0u0y.jpg', 'https://wx3.sinaimg.cn/large/a375e97fgy1hbqkelqikbj222o3407wi.jpg']",,
4876439470739010,Mw4xt36fw,6124699721,Never1and_07,今天臭小孩不想吃外婆做得饭，觉得不好吃、没味，想出去吃或者点外卖。英语作业拿了个A+，他就乘机打电话跟她妈妈说给他点外卖，但是电话那边听起来好累，说不要吃这些垃圾食品、省点钱，还说什么都快要失业了，但臭小孩无论如何都要吃上外卖。最后她妈妈妥协了。（小孩都这么有心机，拿A+去邀功，不过也可能是我大脑太直了）我有点看到了自己，想要一个东西，无论如何都要得到，妈妈很惯着，要什么给什么。就会觉得自己有时候太任性了，不能体谅妈妈。所以就借此机会对臭小孩教育了一番，我说他有点任性，他似乎对这两个字有点强烈的反应。他早上写字书没带，他妈妈问怎么回事，他就说忘带了，说了一大堆怪他婆婆的话，总之就是甩锅。小孩子真的会说一些只对自己有利的话。然后他脚不小心磕到了，褪了一点皮，没流血，但以我的经验应该那会很疼，他开始叫，要拿碘伏，搞得很严重的样子。又看到了自己。,,,,,0,0,0,2023-03-06 23:40,iPhone客户端,,,
4876438899786714,Mw4wxF3Ye,6573160817,kxyd_,失业在家的日子两天看了两部剧不得不说言承旭真的好帅,,,,,0,0,1,2023-03-06 23:38,iPhone客户端,,,
4876438811969577,Mw4wp8gnn,2042590453,郭律Esq,大城挣钱，小城安家？你以为我们愿意吗？你知道这一届年轻人有多难吗？2022年，国家统计局公布了一揽子4月份的社会经济数据，其中，16-24岁、25-59岁人口调查失业率分别为18.2%、5.3%，：18.2%的青年失业率，是疫情这三年以来最高的，此前最高是16.8%，是不是很有压力？首先，我们要明白，16-24岁这个群体，原本就是大部分在学校学习。这个社会的主要就业群体还是基本稳定的。其次，无论如何，这部分非主要就业群体的失业率还是上升了的，映射到现实，就是我们的应届生毕业出来，没有那么好找工作了，也没有那么多好工作可以选择了。有没有一种美好生活刚要开始，社会就给了当头一棒的感觉？18.2%的青年失业率，1076万毕业生即将走向社会寻找工作机会，这就是我们要面临的一个并不轻松的局面。#如何看待年轻人大城挣钱小城安家##微博新知博主#,,,,"如何看待年轻人大城挣钱小城安家,微博新知博主",0,0,6,2023-03-06 23:37,iPad Pro,,,
4876080298590424,MvVc9A2Le,6118662520,财务自由之路jsp,#失业#2023年最先失业的竟然会是外卖小哥，有消息说以后会实现无人机配送外卖，“客人家里做，外卖天上来”哈哈哈,,杭州·桐庐,,失业,0,1,0,2023-03-05 23:53,荣耀60 Pro 5G,"['https://wx4.sinaimg.cn/large/006G5hDagy1hbpf72qm9dj329c29c1h0.jpg', 'https://wx3.sinaimg.cn/large/006G5hDagy1hbpf744sd1j30xc21ogwy.jpg']",,
4876080294396772,MvVc9irNG,1681563351,碳中和825,目前的chatGPT是3.5代，据福布斯报道，GPT-4模型将会在今年发布，将拥有更强的代码生成能力，能够理解人类语言自动转变为代码，到时候人人都是程序员，AI就是编译器，直接把自然语言换化成机器语言。目测十年内程序员将大量失业，当然因为AI失业的远不止编程，巨变已在眼前。,,,,,0,0,0,2023-03-05 23:53,Mac客户端,,,
4876079997130785,MvVbFtV2F,1433649394,lili-july,工作增加了复杂的内容、少了好几个人（明面上的事还回我管，但是工作不归我管，不能分担我的工作量了），内心是抵触的，虽然我知道这样分配是更理顺的。怎么办？换个思路，学习和工作不是为了世俗化，我就想着为了减少基层的困扰，解决切实的问题，为了大家都能转型成功不失业，觉得自己是能干点什么有意义的事。及时我没有这个能力也不要紧，活总是要有人干、一步步干，干好干坏又能怎样,,,,,0,0,0,2023-03-05 23:52,三星 Galaxy Z Flip4,,,
4876079771419609,MvVbj5XiV,7015726721,飞鸿捻雪,每次看到有人说九漏yu就很想笑，你们多缺这个本科文凭，才觉着它这么值钱，这个时代最不需要本事的出路就是考大学了吧，其他的路哪一条不比这个难，要不要看看大学里的废物有多少，要不要看看失业大学生有多少，连考上大学都要吹，难道你们觉着考大学是一件很难的事吗,,,,,0,0,0,2023-03-05 23:51,iPhone 11,,,
4876079322106571,MvVaA8Q0X,5227820310,肚子咕咕叫-q,王者荣耀拖米气死了，本来明天要去上班了，但是晚上给我发消息有变动，还没就业就失业了今年找工作好难，最近焦虑死了,,,,,0,13,3,2023-03-05 23:49,王者荣耀拖米超话,,,
4875714115408891,MvLFxmH6b,5975298145,暮听雪_,闲聊碎片即使他的人设还没有完全展露，不可否认的是他已经在我心里占据了一席之地，人的一生，不管是现实还是虚拟，很少能遇到纯粹的人，大部分人，或者说我，遇到这种人永远会一头栽进去，人永远是复杂，一个角色背后可能有无数命运的交织挣扎，也许这样才算饱满，但我爱他纯粹就像一颗毫无杂质透亮夺目的红宝石，太过单纯且理想主义的总是容易处处碰壁，在无数次磋磨中产生细小裂痕，但是卡维真的从没有走出过象牙塔吗，比脆弱的玉石更打动我的，是他永远抱有一丝信任，这种信任来源于他骨子里的纯良，路边的老人，失业的群众，大部分人遇见他们时或多或少会犹豫其真实性，可是他认为哪怕只要有一点可能性他能够帮助他们，他是高兴的无法否认卡维是个艺术家，在当下须弥教令院黑暗的背景下，义无反顾的去追求理想，从我个人角度推断，我有时候会理解海的想法，明知道他不需要保护，可是只要有机会，就竭尽所能让他远离世俗里粘稠的黑暗，沾染一分都是对他理想的亵渎，他在哪，光就在哪，他是美本身,,,,,0,3,0,2023-03-04 23:38,nova 10 SE,"['https://wx2.sinaimg.cn/large/006wnK0xgy1hbo8fvjrpej30k00rf7a4.jpg', 'https://wx1.sinaimg.cn/large/006wnK0xgy1hbo8fw4m5qj315o15oh2a.jpg']",,
4875713524011027,MvLEAgPrZ,7811413288,七剑下昆仑山之01号,高薪行业，博世杜邦埃克森美孚飞利浦这些高大上的外企也好，比亚迪宁德时代这些私企也好，大部分体制外人是没有未来的，终究躲不过中年危机，面临三四十岁失业，找不到像样工作沦为社会底层的风险。所谓的外企比私企好，福利待遇健全也不过是矮子里拔高个罢了，本质仍然是利益导向，一旦效益下滑，撤退业务线大裁员便是毫不留情，丝毫不顾及员工大龄失业后将面临的悲剧。,,,,,0,0,0,2023-03-04 23:35,iPhone客户端,,,
4875713053724125,MvLDPfCOx,5144065635,还能改哦,嗯感觉我儿子快失业了,,,,,0,9,0,2023-03-04 23:34,iPhone客户端,,,
4875713045598853,MvLDOnuw5,3607749072,viaWQvia,尝试些新玩法，失业可以转行剪视频LviaWQvia的微博视频,,,,,0,13,9,2023-03-04 23:33,iPhone客户端,,"http://f.video.weibocdn.com/o0/dyXOHbPolx083C8n0VUc010412007Xdw0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1693038048&ssig=lHazbRsKYr&KID=unistore,video",
4935148430429310,NeKn11NGm,7421270630,临窗听雨念君安Allen,每日一善💫#阳光信用#💫#每日一善#想下海的人下不了海，想上山的人上不了山，运气总是把我们的梦想莫名其妙地推给别人。（康夫《失业之旅》）,,,,"阳光信用,每日一善",0,0,0,2023-08-15 23:48,每日一善超话,,,
4935148413658799,NeKmZflOT,5912540259,waltzingmatilda103,我真服了小那个啥书点进去第一个给我推“北大本港大硕失业怎么办”,,,,,0,0,0,2023-08-15 23:48,iPhone客户端,,,
4935147419342702,NeKlnDcsK,5670793450,sadsb_,人与人之间大多都是无效沟通。比如询问语句得到的答复绝大部分都是：“啊？”，完了你还得再重复一遍。一样的对话一天重复无数次真有够受的。但我也不能说啥，毕竟我也经常听不清别人说话。但这样真的极其低效。好崩溃。真的很渴望全自助无人服务的普及。（但俺会失业...）,,,,,0,0,0,2023-08-15 23:44,Android,,,
4935146967402450,NeKkEv3Im,7576933280,风月偏爱你眼眸,恭喜新对接上场即退场，就业即失业！,,,,,0,8,20,2023-08-15 23:43,罗一舟你的心肝宝贝,,,
4935146941189764,NeKkC4ZvK,6545577536,王虎的舰桥,你要是非要拿“16至24周岁青年调查失业率”这个数据说事的话，那你就不得不先解释一个更大的问题：24周岁这个时间点是不是有什么魔力？从公布这个数据以来，这个数据提升了将近一倍，但与此同时对应的是，全年龄调查失业率一直在从2020前后的高点缓慢下降，上个月的24周岁以上年龄段调查失业率甚至达到了2019年以来的低点。24周岁前后，两个不同年龄段的调查失业率差距五倍有余。话筒给你，你说，24周岁这个时间点到底有什么魔力？,,,,,54,189,3027,2023-08-15 23:43,,,,
4935146744057203,NeKkih1sL,3908562820,柒安_Q,遇见逆水寒无水印版震惊！！感谢科技进步，感谢ai识别！！感觉我可以失业了它画的比我好估计过两天官方应该会放出横版图，毕竟画了这么多，只用来做个pv多浪费,,,,,79,87,1251,2023-08-15 23:42,遇见逆水寒超话,"['https://wx1.sinaimg.cn/large/e8f7ef84ly1hgxuvqo22fj21hc0u0kjl.jpg', 'https://wx4.sinaimg.cn/large/e8f7ef84ly1hgxuvs82xsj21hc0u0hdt.jpg', 'https://wx1.sinaimg.cn/large/e8f7ef84ly1hgxuvtycyjj21hc0u0u0x.jpg', 'https://wx1.sinaimg.cn/large/e8f7ef84ly1hgxuvvfecoj21hc0u0npd.jpg', 'https://wx4.sinaimg.cn/large/e8f7ef84ly1hgxuvxfmm4j21hc0u0npd.jpg']",,
4935146728587476,NeKkgA1ZG,5384092389,杜一玖廿叁,我是叶十七我失业时期#生活##记录##记录生活#,,,,"生活,记录,记录生活",0,4,10,2023-08-15 23:42,iPhone客户端,"['https://wx2.sinaimg.cn/large/005Sn6nPgy1hgxuuqa4awj30jz0jzdia.jpg', 'https://wx2.sinaimg.cn/large/005Sn6nPgy1hgxuuqnu5cj30u00u0age.jpg', 'https://wx2.sinaimg.cn/large/005Sn6nPgy1hgxuuq1cn3j30k00k00u3.jpg', 'https://wx1.sinaimg.cn/large/005Sn6nPgy1hgxuutv68rj30u0140jyo.jpg', 'https://wx3.sinaimg.cn/large/005Sn6nPgy1hgxuuqz37aj30u014011f.jpg', 'https://wx2.sinaimg.cn/large/005Sn6nPgy1hgxuurqvb1j30u0140jzu.jpg', 'https://wx4.sinaimg.cn/large/005Sn6nPgy1hgxuusrp1fj30u0140112.jpg', 'https://wx3.sinaimg.cn/large/005Sn6nPgy1hgxuur8ycjj30u0140qap.jpg', 'https://wx1.sinaimg.cn/large/005Sn6nPgy1hgxuutitjyj30u0140wli.jpg']",,
4935146552433453,NeKjZad3f,6360256850,创自己的路zcc,现在的年轻人买房提前透支未来几十年的消费，高负债，高杠杆导致消费欲很低，现金流不充足，没钱就不敢乱花，钱宁愿存起来吃利息，没有需求就没有消费，内需减少，对企业来说就是市场行情差，不得不降价或者降本来保证利润率，必然会导致部分人员失业，企业经营困难，人们会觉得钱不好挣，就更不敢去消费，不去消费就会导致企业不得不降价内卷或者裁员降本…陷入经济疲软的循环中；都说危机和机遇并存，但风口和信息差的机会，不是普通人都能做到的，我们能做的就是攒钱＋节流＋等待机会＋相信政府的调控；政府要做的就是保证财政健康的同时让利于民，扩大内需，刺激消费；房地产的红利通过高周转成就了一批富人，也带动了很多产业链的发展，近些年拉高了人民的平均财富，但也进一步拉大了贫富的差距，在目前房地产市场不好的情况下产业升级也是关键的问题,,,,,0,3,0,2023-08-15 23:41,iPhone客户端,,,
4935146350579178,NeKjF2qFA,7610534817,黄柠C,失业好几个月了,,,,,0,1,0,2023-08-15 23:40,iPhone客户端,,,
4935145918825326,NeKiXB1RY,7536175392,法硕择校仙人也,#多所高校将延长研究生学制#我们提高毕业年龄又不是为了让他们多学点，而是为了把青少年拦在就业市场外面，以降低失业率。,,,,多所高校将延长研究生学制,2,1,43,2023-08-15 23:39,,"['https://wx4.sinaimg.cn/large/008e11u0gy1hgxusezm16j30ug1vhk1e.jpg', 'https://wx1.sinaimg.cn/large/008e11u0gy1hgxusfk9lzj30ug1ul13a.jpg']",,
4881149241592390,My33S6GfI,5538459858,哭一会会尽快回家,失业小子。被开除后我开始怀疑自我价值，怀疑我个人能力。还没找到工作，有点烦,,,,,0,1,0,2023-03-19 23:35,iPhone客户端,,,
4881149224812569,My33QkbY5,7817360901,尋全体啮齿目类参上,突然意识到社畜的时间不是线性的，并不是闪族诸教式的线性时间，人人在苦难中等待末日的降临，好人上天堂（正常退休），坏人下地狱（50岁失业65退休），而是人人在苦难（上班）中轮回，在周末获得一丝丝的喘息，又要跳入所谓周一的无间地狱,,,,,0,0,1,2023-03-19 23:35,微博网页版,,,
4881148818492151,My33bzDcb,5736497027,你的网上邻居小,这玩意可太好用了失业指日可待,,,,,0,1,2,2023-03-19 23:33,VVebo,"['https://wx3.sinaimg.cn/large/006gdKVBly1hc5lb5qct4j31400u0wkq.jpg', 'https://wx2.sinaimg.cn/large/006gdKVBly1hc5lb6ocjtj31hc0u0h0x.jpg']",,
4881148792543739,My339aFK3,6003526472,馏大鹅,我对gpt4:我失不失业无所谓，但是你的识图功能什么时候出，我很需要你翻译竖版的日文杂志不愿再用谷歌翻译一段段拍然后再贴到deepl，我恨竖版,,,,,0,0,2,2023-03-19 23:33,iPhone,,,
4881148582562663,My32OaKFh,7070444422,量化分析官,央视不应该拿“孔乙己”当枪，来讽刺、批评现在的大学生眼高手低，放不下读书人的架子。说实话，大学生是正儿八经的受害者，我们自媒体调戏下他们就算了，官媒说这话就有点过分了官媒应该去好好报道下现在的教育体系，是谁设置了一堆毫无用处的专业？——国际经济与贸易、工商管理、国际政治、商务英语、电子商务。。。是什么造成了生化环材毕业即失业？是什么让学生学的知识跟社会需求完全脱钩？,,,,,12,23,110,2023-03-19 23:32,iPhone 14 Pro Max,,,
4880786006215086,MxTC0q4Pk,7458421788,在微博卖银,我觉得画室应该接纳并好好利用ai而不是一味反对当年摄影机刚发明的时候是不是画师都觉得要失业了而现在成了一种工具,,,,,0,0,2,2023-03-18 23:32,iPhone 11,,,
4880785167353157,MxTAEuQTj,2325502157,Hades-HLM,#西南大学开设公务员专业#以后十亿gwy得了。全民吃财政，人人不失业，公积金拉满，人人买得起房,,,,西南大学开设公务员专业,0,0,22,2023-03-18 23:28,iPhone客户端,,,
4880784383542109,MxTzoeRsN,7286762837,神说一天369小时,虽然不介意小说里写一些不食人间烟火的公子哥富二代或者天才精英啥的浪漫化形象，但是能不能别一边写纸片人，一边插入天凉王破突出主角不高兴挥一挥衣袖就让人因为一点小事被解雇，最绝的是此处附加格外现实的失业描写没感觉到打脸的快感，反倒是狠狠共情了生活不易还要给人格障碍巨婴买单的倒霉蛋配角,,,,,0,0,0,2023-03-18 23:25,iPhone客户端,,,
4880784312500893,MxTzhauAZ,2921016397,晚汐颜,又要准备失业了计划赶不上变化～,,,,,0,0,0,2023-03-18 23:25,小米9 SE,,,
4880784193749022,MxTz5fJi6,6142515647,BeyourBonnie是梦想家,希望从今往后都顺利些有个好邻居真的太吵了感觉有点神经衰弱希望隔壁失业离开这个城市,,,,,0,0,0,2023-03-18 23:24,小米10,,,
4880783443498515,MxTxSeG7F,5124548763,NiceFineF,是谁用自己拍的照片做锁屏了我不说嘿嘿今日失业中,,郑州,,,0,0,2,2023-03-18 23:21,今日失业中超话,['https://wx3.sinaimg.cn/large/005AO5ejly1hc4fc4x7lbj30u01uo1kx.jpg'],,
4880783427244436,MxTxQuoBK,7552013310,世再难遇,在穿裙子之前你不瘦到115就会失业哪怕饿到晕倒你也必须瘦,,,,,0,0,1,2023-03-18 23:21,iPhone客户端,,,
4880783254228749,MxTxzhK5D,6758386642,雪落天外天,本卡里仅剩四百块的失业人望而却步,,,,,0,0,0,2023-03-18 23:21,iPhone,['https://wx2.sinaimg.cn/large/007nnv6agy1hc4fathtg7j30wi1ycb29.jpg'],,
4880425091338837,MxKdT5Ci9,7793985643,沪江小鹿,我玩逆转裁判像傻帽两场法庭+搜证花了我5个小时…要不是有千寻姐救场我还能再+1小时……成步堂要是真像我这样早失业噜,,,,,0,0,0,2023-03-17 23:37,iPhone 12 Pro Max,,,
4880424658536696,MxKdbzOME,1977916095,好一锅芒果兔肉,copilot的报表和ppt做的也太好了，da失业倒计时（还好我已经不干da了,,,,,0,0,0,2023-03-17 23:36,iPhone客户端,,,
4880424478708109,MxKcTAxnn,5587296830,稻城微凉,我好像又要失业了啊,,,,,1,0,0,2023-03-17 23:35,nova8Pro我由我掌镜,['https://wx1.sinaimg.cn/large/00667J8Ogy1hc3a4dfbl2j31uo2gwu0x.jpg'],,
